docket_id,case_name,docket_number,pacer_case_id,slug,absolute_url,court_id,cause,nature_of_suit,jurisdiction_type,date_filed,date_terminated,date_last_filing,assigned_to_str,referred_to_str,jury_demand,idb_disposition,idb_judgment,idb_procedural_progress,idb_nature_of_suit,idb_monetary_demand,idb_pro_se,idb_class_action,idb_origin,idb_jury_demand,has_opinions,scrape_status,scraped_at
59568,Ruckle v. Roto American Corporation,29320_1,,ruckle-v-roto-american-corporation,/docket/59568/ruckle-v-roto-american-corporation/,ca2,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:14:01
61268,"Kapps v. Torch Offshore, Inc.",03-30227,,kapps-v-torch-offshore-inc,/docket/61268/kapps-v-torch-offshore-inc/,ca5,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:14:10
61496,"Litton Industries, Inc. v. Lehman Brothers Kuhn Loeb Inc.",589,,litton-industries-inc-v-lehman-brothers-kuhn-loeb-inc,/docket/61496/litton-industries-inc-v-lehman-brothers-kuhn-loeb-inc/,ca2,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:14:19
62192,Baron v. Smith,03-2440,,baron-v-smith,/docket/62192/baron-v-smith/,ca1,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:14:28
62883,"United States v. Grant C. Affleck, United States of America v. Frank Kowalik, Jr.","85-1009, 84-2600",,united-states-v-grant-c-affleck-united-states-of-america-v-frank,/docket/62883/united-states-v-grant-c-affleck-united-states-of-america-v-frank/,ca10,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:14:41
65769,"Securities and Exchange Commission v. Lincoln Thrift Assoc., Continental Service Corp., Receiver-Appellee v. Charles Schonfeld and Helga Schonfeld",76-1886,,securities-and-exchange-commission-v-lincoln-thrift-assoc-continental,/docket/65769/securities-and-exchange-commission-v-lincoln-thrift-assoc-continental/,ca9,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:14:50
67528,SEC v. Levy,Civ. A. 88-0131 (RCL),,sec-v-levy,/docket/67528/sec-v-levy/,dcd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:14:59
67537,In Re: Prudential,97-5155,26718,in-re-prudential,/docket/67537/in-re-prudential/,ca3,,4370 Other Fraud,,1997-03-31,1998-07-23,1999-04-07,,,,,,,,,,,,,1,done,2026-04-09 21:15:16
69203,Friedman v. Arizona World Nurseries Ltd.,"86 Civ. 9834(KC), 88 Civ. 2212(KC), 88 Civ. 6306(KC), 88 Civ. 8795(KC) and 89 Civ. 5194(KC)",,friedman-v-arizona-world-nurseries-ltd,/docket/69203/friedman-v-arizona-world-nurseries-ltd/,nysd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:15:25
70880,"Howard P. Magaliff, Chapter 7 Trustee of Allways E v. Freedom Financial Consulting, Inc.",18-08311,288901,howard-p-magaliff-chapter-7-trustee-of-allways-e-v-freedom-financial,/docket/70880/howard-p-magaliff-chapter-7-trustee-of-allways-e-v-freedom-financial/,nysb,,12 Recovery of money/property - 547 preference; 13 Recovery of money/property - 548 fraudulent transfer; 14 Recovery of money/property - other,,2018-12-09,2020-08-04,2020-08-04,Robert D. Drain,,,,,,,,,,,,1,done,2026-04-09 21:15:34
71267,"Fed. Sec. L. Rep. P 98,943 Merrill Lynch, Pierce, Fenner & Smith, Inc. And Sam Alberico v. Stanley F. Jaros",94-3876,,fed-sec-l-rep-p-98943-merrill-lynch-pierce-fenner-smith-inc-and,/docket/71267/fed-sec-l-rep-p-98943-merrill-lynch-pierce-fenner-smith-inc-and/,ca6,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:15:43
73314,Khulumani v. Barclay Nat. Bank Ltd.,"Docket 05-2141-cv, 05-2326-cv",,khulumani-v-barclay-nat-bank-ltd,/docket/73314/khulumani-v-barclay-nat-bank-ltd/,ca2,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:15:59
73396,"Fed. Sec. L. Rep. P 97,607 Louis E. Wolfson v. John D. Baker, Jr.",78-2072,,fed-sec-l-rep-p-97607-louis-e-wolfson-v-john-d-baker-jr,/docket/73396/fed-sec-l-rep-p-97607-louis-e-wolfson-v-john-d-baker-jr/,ca5,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:16:07
73637,United States v. ASHTON,1:07-mj-00402,126889,united-states-v-ashton,/docket/73637/united-states-v-ashton/,dcd,,,,2007-08-10,2007-09-14,2007-09-14,,,,,,,,,,,,,1,done,2026-04-09 21:16:16
74057,In Re Nat. Mortg. Equity Corp. Mortg. Pool Cert. Securities Litigation,MDL 647 AWT,,in-re-nat-mortg-equity-corp-mortg-pool-cert-securities-litigation,/docket/74057/in-re-nat-mortg-equity-corp-mortg-pool-cert-securities-litigation/,cacd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:16:25
74455,"SEC v. Alfred Teo, Sr.",12-1168,,sec-v-alfred-teo-sr,/docket/74455/sec-v-alfred-teo-sr/,ca3,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:16:37
74474,SEC v. Bilzerian,Civ. A. 89-1854 SSH,,sec-v-bilzerian,/docket/74474/sec-v-bilzerian/,dcd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:16:46
74798,Clay v. Riverwood International,97-8592,,clay-v-riverwood-international,/docket/74798/clay-v-riverwood-international/,ca11,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:16:58
74801,Clay v. Riverwood International,97-8592,,clay-v-riverwood-international,/docket/74801/clay-v-riverwood-international/,ca11,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:17:07
75203,"Bryant v. Avado Brands, Inc.",98-9253,,bryant-v-avado-brands-inc,/docket/75203/bryant-v-avado-brands-inc/,ca11,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:17:19
75608,Landry v. Federal Deposit Insurance Corporation,72-1202,,landry-v-federal-deposit-insurance-corporation,/docket/75608/landry-v-federal-deposit-insurance-corporation/,ca3,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:17:28
76185,United States v. Drury,02-12924,,united-states-v-drury,/docket/76185/united-states-v-drury/,ca11,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:17:38
76209,GENERADORA DE ELECTRICIDAD v. Foster Wheeler Corp.,Civ. 94-1405(DRD),,generadora-de-electricidad-v-foster-wheeler-corp,/docket/76209/generadora-de-electricidad-v-foster-wheeler-corp/,prd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:17:46
76671,"SEC v. Merchant Capital, LLC",06-10353,,sec-v-merchant-capital-llc,/docket/76671/sec-v-merchant-capital-llc/,ca11,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:17:55
77056,Kaplan v. Shapiro,83 Civ. 8810 (SWK),,kaplan-v-shapiro,/docket/77056/kaplan-v-shapiro/,nysd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:18:04
77394,CONSUMERS GAS & OIL v. Farmland Industries,Civ. A. 92-F-1394,,consumers-gas-oil-v-farmland-industries,/docket/77394/consumers-gas-oil-v-farmland-industries/,cod,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:18:13
77597,"Securities and Exchange Commission v. Dain Rauscher, Inc. Kenneth D. Ough and Virginia O. Horler",99-56828,,securities-and-exchange-commission-v-dain-rauscher-inc-kenneth-d-ough,/docket/77597/securities-and-exchange-commission-v-dain-rauscher-inc-kenneth-d-ough/,ca9,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:18:22
77767,"In Re Mastercard Intern. Inc., Internet Gamb. Litigation","CIV. A. MDL1321, CIV. A. MDL1322",,in-re-mastercard-intern-inc-internet-gamb-litigation,/docket/77767/in-re-mastercard-intern-inc-internet-gamb-litigation/,laed,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:18:31
78297,"Securities & Exchang v. Maxxon, Inc.",05-5091,,securities-exchang-v-maxxon-inc,/docket/78297/securities-exchang-v-maxxon-inc/,ca10,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:18:40
78537,"Great Rivers Cooperative Of Southeastern Iowa v. Farmland Industries, Inc.",96-2751,,great-rivers-cooperative-of-southeastern-iowa-v-farmland-industries-inc,/docket/78537/great-rivers-cooperative-of-southeastern-iowa-v-farmland-industries-inc/,ca8,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:18:49
78922,Walsh v. Chittenden Corp.,2:91-cv-00208,7392,walsh-v-chittenden-corp,/docket/78922/walsh-v-chittenden-corp/,vtd,,"850 Securities, Commodities, Exchange",Federal question,1991-08-09,1994-11-21,1995-05-02,Fred I. Parker,,,5,3,3,850,0.0,,,1,,1,done,2026-04-09 21:18:58
79374,"SECURITIES & EXCH. COM'N v. Commonwealth Chemical Sec., Inc.",74 Civ. 1984-LFM,,securities-exch-comn-v-commonwealth-chemical-sec-inc,/docket/79374/securities-exch-comn-v-commonwealth-chemical-sec-inc/,nysd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:19:07
79634,Trivectra v. Ushijima,25312,,trivectra-v-ushijima,/docket/79634/trivectra-v-ushijima/,haw,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:19:19
80496,,658,,in-re-ikon-office-solutions-inc-securities-litigation-city-of,/docket/80496/in-re-ikon-office-solutions-inc-securities-litigation-city-of/,ca3,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:19:28
80685,O'NEIL v. Marriott Corp.,Civ. A. J-77-495,,oneil-v-marriott-corp,/docket/80685/oneil-v-marriott-corp/,mdd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:19:37
81039,,03-1629,,debra-gariety-horst-o-bischoff-as-trustee-of-bischoff-family-trust-pamela,/docket/81039/debra-gariety-horst-o-bischoff-as-trustee-of-bischoff-family-trust-pamela/,ca1,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:19:46
82462,Grand v. Nacchio,2 CA-CV 2006-0033,,grand-v-nacchio,/docket/82462/grand-v-nacchio/,arizctapp,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:19:55
83017,Koch v. Koch Industries,98-3223,,koch-v-koch-industries,/docket/83017/koch-v-koch-industries/,ca10,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:20:04
83101,Chariot Group v. American Acquisition Partners,89 Civ. 2868 (LLS),,chariot-group-v-american-acquisition-partners,/docket/83101/chariot-group-v-american-acquisition-partners/,nysd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:20:13
85953,"Fed. Sec. L. Rep. P 99,416 United States of America v. J. Chandler Peterson",95-40820,,fed-sec-l-rep-p-99416-united-states-of-america-v-j-chandler-peterson,/docket/85953/fed-sec-l-rep-p-99416-united-states-of-america-v-j-chandler-peterson/,ca5,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:20:22
85999,"Santa Fe Industries, Inc. v. Green",75-1753,,santa-fe-industries-inc-v-green,/docket/85999/santa-fe-industries-inc-v-green/,scotus,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:20:36
86131,Teamsters v. Daniel,77-753,,teamsters-v-daniel,/docket/86131/teamsters-v-daniel/,scotus,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:20:48
87229,"Ashland, Inc. v. Oppenheimer & Co., Inc.",10-5305,,ashland-inc-v-oppenheimer-co-inc,/docket/87229/ashland-inc-v-oppenheimer-co-inc/,ca6,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:20:57
87566,United States v. Rodriguez,6:08-cr-06131,69321,united-states-v-rodriguez,/docket/87566/united-states-v-rodriguez/,nywd,,,,2008-06-17,2011-02-18,2015-05-06,,,,,,,,,,,,,1,done,2026-04-09 21:21:06
87599,"David Stone and Colleen Stone v. John Wilson Kirk and J.W.K. Land and Cattle Company, Inc.",91-5833,,david-stone-and-colleen-stone-v-john-wilson-kirk-and-jwk-land-and,/docket/87599/david-stone-and-colleen-stone-v-john-wilson-kirk-and-jwk-land-and/,ca6,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:21:15
88595,"Ottis B. Crocker, Jr. v. Federal Deposit Insurance Corporation, Intervenor-Appellant v. W.P. McMullan",86-4546,,ottis-b-crocker-jr-v-federal-deposit-insurance-corporation,/docket/88595/ottis-b-crocker-jr-v-federal-deposit-insurance-corporation/,ca5,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:21:24
90515,Halye v. Lamson & Sessions Co.,1:89CV1229,,halye-v-lamson-sessions-co,/docket/90515/halye-v-lamson-sessions-co/,ohnd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:21:33
90823,United States v. Wenger,04-4022,,united-states-v-wenger,/docket/90823/united-states-v-wenger/,ca10,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:21:42
91160,In Re Phillips Petroleum Securities Litigation,Civ. A. Misc. 85-75 MMS,,in-re-phillips-petroleum-securities-litigation,/docket/91160/in-re-phillips-petroleum-securities-litigation/,ded,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:21:51
92209,"Fed. Sec. L. Rep. P 97,148 Securities and Exchange Commission v. Monarch Fund, Aspen Fund II and Bruce B. Paul","1179, Docket 79-6048",,fed-sec-l-rep-p-97148-securities-and-exchange-commission-v-monarch,/docket/92209/fed-sec-l-rep-p-97148-securities-and-exchange-commission-v-monarch/,ca2,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:22:00
92210,Securities and Exchange Commission v. Tome,1099,,securities-and-exchange-commission-v-tome,/docket/92210/securities-and-exchange-commission-v-tome/,ca2,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:22:09
92211,"Fed. Sec. L. Rep. P 98,813 Securities and Exchange Commission v. Ratilal K. Patel","1160, Docket 94-6218",,fed-sec-l-rep-p-98813-securities-and-exchange-commission-v-ratilal-k,/docket/92211/fed-sec-l-rep-p-98813-securities-and-exchange-commission-v-ratilal-k/,ca2,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:22:18
92237,SEC v. Contorinis,12-1723-cv,,sec-v-contorinis,/docket/92237/sec-v-contorinis/,ca2,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:22:27
92555,Steginsky v. Xcelera Inc.,"13-1327-cv, 13-1892-cv",,steginsky-v-xcelera-inc,/docket/92555/steginsky-v-xcelera-inc/,ca2,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:30:38
92577,Jackson National Life Insurance Company v. Merrill Lynch & Co.,1555,,jackson-national-life-insurance-company-v-merrill-lynch-co,/docket/92577/jackson-national-life-insurance-company-v-merrill-lynch-co/,ca2,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:22:36
93740,"Clinton D. Brown v. Earthboard Sports Usa, Inc. Hugh Jeffreys Jeffrey A. Vaughn Lincoln Financial Advisors Corporation, D/B/A Sagemark Consulting",05-6317,,clinton-d-brown-v-earthboard-sports-usa-inc-hugh-jeffreys-jeffrey-a,/docket/93740/clinton-d-brown-v-earthboard-sports-usa-inc-hugh-jeffreys-jeffrey-a/,ca6,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:22:48
96017,In Re Nat. Student Marketing Litigation,M.D.L. Docket 105,,in-re-nat-student-marketing-litigation,/docket/96017/in-re-nat-student-marketing-litigation/,dcd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:22:57
96614,"In Re National Century Financial Enterprises, Inc.",2:03-md-1565,,in-re-national-century-financial-enterprises-inc,/docket/96614/in-re-national-century-financial-enterprises-inc/,ohsd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:23:06
97121,"Flickinger v. Harold C. Brown & Co., Inc.",CIV-89-1218S,,flickinger-v-harold-c-brown-co-inc,/docket/97121/flickinger-v-harold-c-brown-co-inc/,nywd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:23:15
97585,"Nordstrom, Inc. v. Chubb & Son, Inc.",93-35495,,nordstrom-inc-v-chubb-son-inc,/docket/97585/nordstrom-inc-v-chubb-son-inc/,ca9,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:23:24
98386,Trust Company of LA v. N N P Incorporated,95-30493,,trust-company-of-la-v-n-n-p-incorporated,/docket/98386/trust-company-of-la-v-n-n-p-incorporated/,ca5,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:23:33
98538,Lawton v. Nyman,"02-1371, 02-1407",,lawton-v-nyman,/docket/98538/lawton-v-nyman/,ca1,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:23:42
98635,Friedman v. Rayovac Corp.,"02-C-308-C, 02-C-325-C, 02-C-370-C",,friedman-v-rayovac-corp,/docket/98635/friedman-v-rayovac-corp/,wiwd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:23:51
99097,In Re: Tyco Securities Lit v.,1:00-md-01335,1041,in-re-tyco-securities-lit-v,/docket/99097/in-re-tyco-securities-lit-v/,nhd,,,,2000-05-01,2002-02-25,2003-09-08,Paul J. Barbadoro,,,,,,,,,,,,1,done,2026-04-09 21:24:00
99208,"Apostolou v. Geldermann, Inc.",94 C 3876,,apostolou-v-geldermann-inc,/docket/99208/apostolou-v-geldermann-inc/,ilnd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:24:09
99611,"Fed. Sec. L. Rep. P 91,546 C.R.A. Realty Corporation v. Tri-South Investments and Drexel Burnham Lambert, Inc.","774, Docket 83-7798",,fed-sec-l-rep-p-91546-cra-realty-corporation-v-tri-south,/docket/99611/fed-sec-l-rep-p-91546-cra-realty-corporation-v-tri-south/,ca2,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:24:18
99803,Murphey v. Hillwood Villa Associates,75 Civ. 2053 (WCC),,murphey-v-hillwood-villa-associates,/docket/99803/murphey-v-hillwood-villa-associates/,nysd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:24:27
100052,Walton v. Rose Mobile Homes,00-60742,,walton-v-rose-mobile-homes,/docket/100052/walton-v-rose-mobile-homes/,ca5,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:24:36
100304,Associated Securities Corporation v. Securities And Exchange Commission,6514_1,,associated-securities-corporation-v-securities-and-exchange-commission,/docket/100304/associated-securities-corporation-v-securities-and-exchange-commission/,ca10,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:24:45
102582,"Garcia v. Santa Maria Resort, Inc.",07-10017-Civ,,garcia-v-santa-maria-resort-inc,/docket/102582/garcia-v-santa-maria-resort-inc/,flsd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:24:54
102599,"In Re Veeco Instruments, Inc. Securities Lit.","05 MD 1695(CM), 05 CV 10226(CM), 05 CV 10224(CM), 05 CV 10225(CM)",,in-re-veeco-instruments-inc-securities-lit,/docket/102599/in-re-veeco-instruments-inc-securities-lit/,nysd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:25:03
104037,"Indosuez Carr Futures, Incorporated v. Commodity Futures Trading Commission, and Al Baraka Investment and Development Company, Intervening",93-2189,,indosuez-carr-futures-incorporated-v-commodity-futures-trading,/docket/104037/indosuez-carr-futures-incorporated-v-commodity-futures-trading/,ca7,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:25:12
104527,"Fed. Sec. L. Rep. P 95,887 Sundstrand Corporation v. Sun Chemical Corporation","76-1316, 76-1317, 76-1318, 76-2058 and 76-2059",,fed-sec-l-rep-p-95887-sundstrand-corporation-v-sun-chemical,/docket/104527/fed-sec-l-rep-p-95887-sundstrand-corporation-v-sun-chemical/,ca7,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:25:22
104700,Goldman v. Belden,84-7273,,goldman-v-belden,/docket/104700/goldman-v-belden/,ca2,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:25:31
106079,Lockheed Martin Corp. v. Superior Court,S088458,,lockheed-martin-corp-v-superior-court,/docket/106079/lockheed-martin-corp-v-superior-court/,cal,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:26:44
106243,"Niederhoffer, Cross & Zeckhauser, Inc. v. Telstat Systems Inc.",76 Civ. 5500 (WCC),,niederhoffer-cross-zeckhauser-inc-v-telstat-systems-inc,/docket/106243/niederhoffer-cross-zeckhauser-inc-v-telstat-systems-inc/,nysd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:26:53
106964,IN RE: Ford Motor Co. F-150 and Ranger Truck Fuel Economy Marketing and Sales Practices Litigation,MDL No. 2901,1121338,in-re-ford-motor-co-f-150-and-ranger-truck-fuel-economy-marketing-and,/docket/106964/in-re-ford-motor-co-f-150-and-ranger-truck-fuel-economy-marketing-and/,jpml,,,,2019-05-09,2022-02-24,2022-02-24,Sean F. Cox,,,,,,,,,,,,1,done,2026-04-09 21:27:07
107028,O'KEEFE v. Merrill Lynch & Co.,"90,652",,okeefe-v-merrill-lynch-co,/docket/107028/okeefe-v-merrill-lynch-co/,kanctapp,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 21:27:16
160053,Minneapolis Firefighters'relief Ass'n v. Memc Electronic Materials,10-1761,,minneapolis-firefightersrelief-assn-v-memc-electronic-materials,/docket/160053/minneapolis-firefightersrelief-assn-v-memc-electronic-materials/,ca8,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:30:38
257104,"Thomas Prousalis, Jr. v. Charles Moore",13-6814,,thomas-prousalis-jr-v-charles-moore,/docket/257104/thomas-prousalis-jr-v-charles-moore/,ca4,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:30:48
292324,"Facebook, Inc. v. Pacific Northwest Software, Inc.","08-16745, 08-16873, 09-15021",,facebook-inc-v-pacific-northwest-software-inc,/docket/292324/facebook-inc-v-pacific-northwest-software-inc/,ca9,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:30:40
527872,United States v. Bryan Behrens,11-3482,,united-states-v-bryan-behrens,/docket/527872/united-states-v-bryan-behrens/,ca8,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:31:01
982272,United States v. Bryan Laurienti,11-50294,,united-states-v-bryan-laurienti,/docket/982272/united-states-v-bryan-laurienti/,ca9,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:31:04
1173850,United States v. Timothy Durham,"12-3819, 12-3833, 12-3867",,united-states-v-timothy-durham,/docket/1173850/united-states-v-timothy-durham/,ca7,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:31:10
1411109,Roberto Cohen v. Nvidia Corp.,11-17708,,roberto-cohen-v-nvidia-corp,/docket/1411109/roberto-cohen-v-nvidia-corp/,ca9,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:31:13
1460415,"Gandhi v. Sitara Capital Management, LLC",Case 09 C 3141,,gandhi-v-sitara-capital-management-llc,/docket/1460415/gandhi-v-sitara-capital-management-llc/,ilnd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:31:17
1870471,"FirstBank Puerto Rico, Inc. v. LA VIDA MERGER SUB",10-1585,,firstbank-puerto-rico-inc-v-la-vida-merger-sub,/docket/1870471/firstbank-puerto-rico-inc-v-la-vida-merger-sub/,ca1,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:31:39
1889413,"Facebook, Inc. v. Pacific Northwest Software, Inc.",08-16745,,facebook-inc-v-pacific-northwest-software-inc,/docket/1889413/facebook-inc-v-pacific-northwest-software-inc/,ca9,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:31:50
1903179,"WPP LUXEMBOURG GAMMA THREE v. Spot Runner, Inc.","10-55401, 10-55464, 10-55468",,wpp-luxembourg-gamma-three-v-spot-runner-inc,/docket/1903179/wpp-luxembourg-gamma-three-v-spot-runner-inc/,ca9,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:31:41
2135086,Public Pension Fund Group v. Kv Pharmaceutical Co.,4:08-CV-1859 (CEJ),,public-pension-fund-group-v-kv-pharmaceutical-co,/docket/2135086/public-pension-fund-group-v-kv-pharmaceutical-co/,moed,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:31:47
2337672,Lewin v. Lipper Convertibles,"03 Civ. 1117(RMB), 03 Civ. 2632(RMB)",,lewin-v-lipper-convertibles,/docket/2337672/lewin-v-lipper-convertibles/,nysd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:31:41
2340904,"Jaffe Pension Plan v. Household Intern., Inc.",02 C 5893,,jaffe-pension-plan-v-household-intern-inc,/docket/2340904/jaffe-pension-plan-v-household-intern-inc/,ilnd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:32:05
2342265,United States v. Carranza,1:09-mj-01013,111190,united-states-v-carranza,/docket/2342265/united-states-v-carranza/,cod,,,,2009-01-28,2009-02-26,2009-02-27,Craig B. Shaffer,,,,,,,,,,,,1,done,2026-04-09 13:31:59
2343376,Hill v. Gozani,10-1048,,hill-v-gozani,/docket/2343376/hill-v-gozani/,ca1,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:32:00
2344446,Hachey v. Boatowners Association of the United States,3:07-cv-00343,200233,hachey-v-boatowners-association-of-the-united-states,/docket/2344446/hachey-v-boatowners-association-of-the-united-states/,flmd,,110 Insurance,Diversity of citizenship,2007-04-26,2008-06-18,2008-06-18,"Henry Lee Adams, Jr",James R. Klindt,,13,,10,110,116.0,0,,1,,1,done,2026-04-09 13:32:06
2344449,LAST ATLANTIS CAPITAL v. AGS Specialist Partners,04 C 397,,last-atlantis-capital-v-ags-specialist-partners,/docket/2344449/last-atlantis-capital-v-ags-specialist-partners/,ilnd,,,,,,,,,,,,,,,,,,,1,done,2026-04-09 13:32:09
